dataDate,districtName,mandalName,villageName,pwRegCnt,pwTrkCnt,delCnt,anc1Cnt,anc2Cnt,anc3Cnt,anc4Cnt,chImzCnt,highRiskCnt,govtDelCnt,pvtDelCnt,kitsCnt
2023-12-01,Adilabad,Adilabad Rural,Addagutta,0,0,1,0,0,0,3,3,0,1,0,1
2023-12-01,Adilabad,Adilabad Rural,Allikori,0,0,1,0,0,1,0,6,0,1,0,1
2023-12-01,Adilabad,Adilabad Rural,Ankapoor,0,0,0,0,1,0,0,2,0,0,0,0
2023-12-01,Adilabad,Adilabad Rural,Ankoli,2,0,3,2,1,1,1,19,0,0,3,0
2023-12-01,Adilabad,Adilabad Rural,Anukunta,0,0,0,0,2,1,0,14,0,0,0,0
2023-12-01,Adilabad,Adilabad Rural,Arli (Buzurg),1,0,1,1,0,2,1,3,0,0,0,0
2023-12-01,Adilabad,Adilabad Rural,Asodabhurki,0,0,0,0,0,0,0,2,0,0,0,0
2023-12-01,Adilabad,Adilabad Rural,Bangariguda,4,0,7,5,10,6,4,41,3,5,1,4
2023-12-01,Adilabad,Adilabad Rural,Belluri,1,0,1,1,0,0,0,1,1,1,0,1
2023-12-01,Adilabad,Adilabad Rural,Bheemseri,3,0,3,5,6,2,4,20,1,0,1,0
2023-12-01,Adilabad,Adilabad Rural,Boppapur,0,0,0,0,2,1,0,1,0,0,0,0
2023-12-01,Adilabad,Adilabad Rural,Borenur,1,0,1,1,1,1,0,5,0,0,0,0
2023-12-01,Adilabad,Adilabad Rural,Chanda,3,0,6,3,4,2,1,30,0,3,2,3
2023-12-01,Adilabad,Adilabad Rural,Chichadhari,1,0,2,1,1,0,1,11,0,2,0,2
2023-12-01,Adilabad,Adilabad Rural,Chilatiguda,0,0,0,0,0,0,0,2,0,0,0,0
2023-12-01,Adilabad,Adilabad Rural,Chithaguda,0,0,4,1,2,0,0,1,0,0,0,0
2023-12-01,Adilabad,Adilabad Rural,Chityalbori,0,0,1,0,0,1,0,5,1,1,0,1
2023-12-01,Adilabad,Adilabad Rural,Darloddi,1,0,1,1,3,0,1,3,0,0,0,0
2023-12-01,Adilabad,Adilabad Rural,Dhaiguda,0,0,0,0,0,0,2,3,0,0,0,0
2023-12-01,Adilabad,Adilabad Rural,Dimma,0,0,0,0,0,0,0,1,0,0,0,0
2023-12-01,Adilabad,Adilabad Rural,Hanumannagar Kojjacolony,0,0,0,0,0,0,1,6,0,0,0,0
2023-12-01,Adilabad,Adilabad Rural,Hathigutta,2,0,4,3,2,0,0,8,0,0,0,0
2023-12-01,Adilabad,Adilabad Rural,Jamdapur,1,0,2,1,2,2,0,6,1,0,2,0
2023-12-01,Adilabad,Adilabad Rural,Jamuldhari,0,0,0,0,0,0,0,3,0,0,0,0
2023-12-01,Adilabad,Adilabad Rural,Kachkanti,0,0,0,0,2,1,0,8,0,0,0,0
2023-12-01,Adilabad,Adilabad Rural,Khanapoor,1,0,1,1,1,2,2,11,0,1,0,1
2023-12-01,Adilabad,Adilabad Rural,Khandala,1,0,7,5,1,0,1,6,2,0,0,0
2023-12-01,Adilabad,Adilabad Rural,Kolamguda,1,0,1,1,1,0,0,2,0,0,0,0
2023-12-01,Adilabad,Adilabad Rural,Kothaguda,0,0,1,0,0,0,0,2,0,0,1,0
2023-12-01,Adilabad,Adilabad Rural,Kottur (Nevegaon),0,0,1,0,0,0,1,5,0,1,0,1
2023-12-01,Adilabad,Adilabad Rural,Landasangvi,2,0,2,3,1,2,0,6,1,1,0,1
2023-12-01,Adilabad,Adilabad Rural,Linguguda,3,0,3,3,1,1,0,8,1,1,0,1
2023-12-01,Adilabad,Adilabad Rural,Lohara,0,0,0,0,1,1,0,8,0,0,0,0
2023-12-01,Adilabad,Adilabad Rural,Lokari,0,0,2,0,1,0,1,7,0,1,0,1
2023-12-01,Adilabad,Adilabad Rural,Mamdiguda,2,0,6,4,4,0,0,4,2,0,0,0
2023-12-01,Adilabad,Adilabad Rural,Mamidikori,0,0,2,1,0,0,0,2,0,0,0,0
2023-12-01,Adilabad,Adilabad Rural,Maregaon,0,0,1,0,0,2,0,2,0,1,0,0
2023-12-01,Adilabad,Adilabad Rural,Mathadiguda,0,0,0,0,0,0,2,2,1,0,0,0
2023-12-01,Adilabad,Adilabad Rural,Molalgutta,0,0,0,0,0,0,0,1,0,0,0,0
2023-12-01,Adilabad,Adilabad Rural,Nan,0,0,1,0,0,0,1,1,0,1,0,1
2023-12-01,Adilabad,Adilabad Rural,Nan,0,0,2,1,1,0,0,0,1,0,0,0
2023-12-01,Adilabad,Adilabad Rural,New H.B.Colony-1,1,0,5,3,4,5,4,14,1,0,0,0
2023-12-01,Adilabad,Adilabad Rural,New H.B.Colony-2,0,0,0,0,0,1,1,11,0,0,0,0
2023-12-01,Adilabad,Adilabad Rural,Pippaldhari,0,0,0,0,1,1,0,6,0,0,0,0
2023-12-01,Adilabad,Adilabad Rural,Pochara,1,0,1,1,2,1,0,8,1,0,0,0
2023-12-01,Adilabad,Adilabad Rural,Potaguda,0,0,0,0,0,0,0,2,0,0,0,0
2023-12-01,Adilabad,Adilabad Rural,Pottamloddi,0,0,2,0,1,0,0,2,0,2,0,2
2023-12-01,Adilabad,Adilabad Rural,Punaguda,0,0,0,0,1,0,0,1,0,0,0,0
2023-12-01,Adilabad,Adilabad Rural,Rajuguda,0,0,0,0,0,0,0,1,0,0,0,0
2023-12-01,Adilabad,Adilabad Rural,Ramai,1,0,1,0,1,0,0,5,0,1,0,1
2023-12-01,Adilabad,Adilabad Rural,Ramnagar,5,0,14,10,10,8,6,78,3,6,2,6
2023-12-01,Adilabad,Adilabad Rural,Rampoor (Royati),0,0,0,0,2,1,0,8,0,0,0,0
2023-12-01,Adilabad,Adilabad Rural,Rampoor (Royati),2,0,4,2,0,0,1,2,1,0,0,0
2023-12-01,Adilabad,Adilabad Rural,Ramuluguda,0,0,1,0,0,0,0,2,0,0,1,0
2023-12-01,Adilabad,Adilabad Rural,Salaiguda,0,0,2,1,0,0,1,4,1,1,0,0
2023-12-01,Adilabad,Adilabad Rural,Salpalguda,0,0,0,0,0,0,1,3,0,0,0,0
2023-12-01,Adilabad,Adilabad Rural,Shivghat,0,0,0,0,0,0,1,1,0,0,0,0
2023-12-01,Adilabad,Adilabad Rural,Sirikonda,1,0,1,1,1,0,0,5,1,1,0,1
2023-12-01,Adilabad,Adilabad Rural,Soceityguda,0,0,0,0,0,0,1,1,0,0,0,0
2023-12-01,Adilabad,Adilabad Rural,Takli,0,0,0,0,0,0,0,1,0,0,0,0
2023-12-01,Adilabad,Adilabad Rural,Teachers Colony,6,0,6,4,8,2,2,55,0,1,0,1
2023-12-01,Adilabad,Adilabad Rural,Tippa,0,0,3,0,0,0,0,5,0,3,0,3
2023-12-01,Adilabad,Adilabad Rural,Tontoli,1,0,3,3,6,1,1,7,1,1,0,1
2023-12-01,Adilabad,Adilabad Rural,Wanwat,0,0,0,0,0,0,1,6,0,0,0,0
2023-12-01,Adilabad,Adilabad Rural,Yapalguda,1,0,3,2,0,2,0,20,1,0,1,0
2023-12-01,Adilabad,Adilabad Rural,Yeshwanthguda,0,0,2,1,0,0,0,0,0,0,0,0
2023-12-01,Adilabad,Adilabad Urban,Abdullachowk,3,0,5,6,18,4,2,17,2,0,1,0
2023-12-01,Adilabad,Adilabad Urban,Ambedkarnagar,6,0,10,7,14,14,6,35,8,2,3,2
2023-12-01,Adilabad,Adilabad Urban,Badka Mahila,4,0,4,4,6,7,3,20,3,1,0,1
2023-12-01,Adilabad,Adilabad Urban,Bhagyanagar,3,0,7,4,8,5,0,27,0,0,1,0
2023-12-01,Adilabad,Adilabad Urban,Bokkalguda,3,0,5,4,13,9,6,19,4,1,1,0
2023-12-01,Adilabad,Adilabad Urban,Chilkuri Laxmi Nagar  2,4,0,6,6,5,5,3,14,0,3,0,2
2023-12-01,Adilabad,Adilabad Urban,Chilkuri Laxmi Nagar 1,1,0,3,2,9,6,6,26,4,1,0,1
2023-12-01,Adilabad,Adilabad Urban,Chincharwada,3,0,3,3,1,0,0,11,2,0,0,0
2023-12-01,Adilabad,Adilabad Urban,Collage Colony,2,0,2,2,1,1,2,11,0,1,1,1
2023-12-01,Adilabad,Adilabad Urban,Dhangarmaila,2,0,6,6,11,8,6,22,3,1,3,1
2023-12-01,Adilabad,Adilabad Urban,Dwaraka Nagar,1,0,1,1,2,10,4,10,1,1,0,1
2023-12-01,Adilabad,Adilabad Urban,Filterbed,1,0,1,1,2,2,3,4,0,0,1,0
2023-12-01,Adilabad,Adilabad Urban,Gdc,1,0,3,0,1,1,2,3,1,0,0,0
2023-12-01,Adilabad,Adilabad Urban,Gadiyal Ghar,1,0,5,3,3,1,0,8,2,0,3,0
2023-12-01,Adilabad,Adilabad Urban,Gandhi Nagar,1,0,3,2,9,5,5,14,2,1,1,1
2023-12-01,Adilabad,Adilabad Urban,Girls High School,4,0,4,4,8,4,1,18,0,1,1,1
2023-12-01,Adilabad,Adilabad Urban,Hamaliwada,1,0,6,1,5,5,6,15,0,4,2,4
2023-12-01,Adilabad,Adilabad Urban,Indrammacolony,2,0,4,5,7,2,2,16,3,0,1,0
2023-12-01,Adilabad,Adilabad Urban,Indrangar,1,0,7,4,4,2,2,15,3,1,1,0
2023-12-01,Adilabad,Adilabad Urban,Jaijavannagar,0,0,0,0,2,1,1,21,0,0,0,0
2023-12-01,Adilabad,Adilabad Urban,Kv Nagar,2,0,2,4,16,12,6,16,1,2,0,1
2023-12-01,Adilabad,Adilabad Urban,Khanapur,0,0,2,0,2,10,12,14,5,1,1,0
2023-12-01,Adilabad,Adilabad Urban,Khanapur,2,0,4,3,16,5,4,21,2,3,0,3
2023-12-01,Adilabad,Adilabad Urban,Kolipura,4,0,6,6,16,10,7,20,5,2,1,2
2023-12-01,Adilabad,Adilabad Urban,Kranthinagar,1,0,12,6,5,6,6,42,2,6,2,5
2023-12-01,Adilabad,Adilabad Urban,Kumarpet,0,0,1,0,4,6,4,4,0,0,1,0
2023-12-01,Adilabad,Adilabad Urban,Kursheed Nagar,7,0,11,9,9,9,6,29,7,6,3,4
2023-12-01,Adilabad,Adilabad Urban,Mahalaxmiwada 1 A,3,0,3,3,1,0,1,15,0,0,3,0
2023-12-01,Adilabad,Adilabad Urban,Mahalaxmiwada 1 B,1,0,3,2,4,1,0,6,1,0,1,0
2023-12-01,Adilabad,Adilabad Urban,Mahalaxmiwada 1 C,1,0,1,1,5,5,0,8,1,0,0,0
2023-12-01,Adilabad,Adilabad Urban,Mahalaxmiwada 2 A,0,0,1,0,4,3,1,13,0,0,1,0
2023-12-01,Adilabad,Adilabad Urban,Mahalaxmiwada 2 B,3,0,3,3,2,0,2,10,2,0,2,0
2023-12-01,Adilabad,Adilabad Urban,Mahalaxmiwada 2 C,0,0,0,0,0,0,0,1,0,0,0,0
2023-12-01,Adilabad,Adilabad Urban,Mochigally,2,0,2,2,5,7,4,8,4,0,1,0
2023-12-01,Adilabad,Adilabad Urban,Nan,0,0,0,0,0,0,0,1,0,0,0,0
2023-12-01,Adilabad,Adilabad Urban,Nan,0,0,2,1,2,3,0,6,1,0,2,0
2023-12-01,Adilabad,Adilabad Urban,Nst Road,1,0,5,2,6,0,5,15,2,2,2,0
2023-12-01,Adilabad,Adilabad Urban,Old Housingboard,1,0,2,1,0,3,2,9,3,0,0,0
2023-12-01,Adilabad,Adilabad Urban,P.H Colony,3,0,5,3,4,6,3,5,5,1,0,1
2023-12-01,Adilabad,Adilabad Urban,Panjesha Mahila,1,0,3,3,3,6,3,12,1,1,0,1
2023-12-01,Adilabad,Adilabad Urban,Penganga Oil Mill,0,0,1,0,7,0,1,4,0,1,0,1
2023-12-01,Adilabad,Adilabad Urban,Randhivya Nagar,2,0,8,5,10,4,3,16,1,3,1,1
2023-12-01,Adilabad,Adilabad Urban,Ranisatiji,0,0,1,0,3,1,2,6,1,0,1,0
2023-12-01,Adilabad,Adilabad Urban,Ranjan Wada,0,0,0,0,9,3,0,5,0,0,0,0
2023-12-01,Adilabad,Adilabad Urban,Ravindar Nagar - 17,4,0,4,5,6,3,2,32,2,0,3,0
2023-12-01,Adilabad,Adilabad Urban,Ricksha Colony,1,0,5,2,2,3,0,15,2,3,2,3
2023-12-01,Adilabad,Adilabad Urban,Sanjay Nagar,1,0,3,2,7,6,2,20,5,1,2,1
2023-12-01,Adilabad,Adilabad Urban,Sanjay Nagar,1,0,2,1,1,0,2,16,0,0,2,0
2023-12-01,Adilabad,Adilabad Urban,Shama School Area,1,0,1,1,4,5,2,25,2,1,0,1
2023-12-01,Adilabad,Adilabad Urban,Shanthi Nagar (Thota),2,0,5,4,5,1,5,26,1,0,1,0
2023-12-01,Adilabad,Adilabad Urban,Shanthi Nagar - 16,2,0,2,2,1,0,0,6,2,0,1,0
2023-12-01,Adilabad,Adilabad Urban,Shanthi Nagar - 18,2,0,5,3,6,1,4,19,2,1,4,1
2023-12-01,Adilabad,Adilabad Urban,Shanthi Nagar 15,3,0,11,6,6,7,2,14,5,0,2,0
2023-12-01,Adilabad,Adilabad Urban,Shanthi Nagar 15,0,0,2,1,0,2,2,9,1,1,0,1
2023-12-01,Adilabad,Adilabad Urban,Sonar Colony,1,0,1,1,8,3,2,3,1,0,0,0
2023-12-01,Adilabad,Adilabad Urban,Sri Ram Colony,1,0,5,3,5,1,5,7,2,0,1,0
2023-12-01,Adilabad,Adilabad Urban,Sundhraiah Nagar,3,0,5,5,7,9,8,30,4,1,1,1
2023-12-01,Adilabad,Adilabad Urban,Sweeparcolony,3,0,7,8,12,5,9,12,2,0,1,0
2023-12-01,Adilabad,Adilabad Urban,Thatiguda,4,0,8,7,17,10,9,33,3,1,5,1
2023-12-01,Adilabad,Adilabad Urban,Thilaknagar,0,0,1,1,3,4,0,10,1,0,1,0
2023-12-01,Adilabad,Adilabad Urban,Thirpelly,1,0,5,3,9,5,6,24,4,3,0,2
2023-12-01,Adilabad,Adilabad Urban,Valmikinagar Kunta,1,0,1,1,0,3,4,9,0,0,1,0
2023-12-01,Adilabad,Adilabad Urban,Varalaxminagar,0,0,2,1,1,1,0,4,0,0,0,0
2023-12-01,Adilabad,Adilabad Urban,Veternary Hospital Area,1,0,1,1,5,1,5,10,0,1,0,1
2023-12-01,Adilabad,Adilabad Urban,Vidyanagar,3,0,8,7,12,7,8,25,6,2,1,1
2023-12-01,Adilabad,Adilabad Urban,Waddar Colony,1,0,5,3,8,1,2,14,1,1,0,1
2023-12-01,Adilabad,Bazarhatnoor,Anduguda,1,0,1,0,3,2,0,1,0,0,0,0
2023-12-01,Adilabad,Bazarhatnoor,Ananthapur,1,0,1,1,2,1,1,3,0,0,0,0
2023-12-01,Adilabad,Bazarhatnoor,Bheemnaikthanda,0,0,0,0,0,1,0,0,0,0,0,0
2023-12-01,Adilabad,Bazarhatnoor,Bhutai T,2,0,6,4,5,4,1,15,2,2,0,2
2023-12-01,Adilabad,Bazarhatnoor,Burkapally,1,0,1,1,0,2,0,2,0,0,0,0
2023-12-01,Adilabad,Bazarhatnoor,Balanpur,0,0,1,0,0,1,0,3,0,1,0,0
2023-12-01,Adilabad,Bazarhatnoor,Bazarhatnur,2,0,3,2,5,2,4,23,3,1,2,0
2023-12-01,Adilabad,Bazarhatnoor,Bhosra,0,0,0,0,1,1,1,7,1,0,0,0
2023-12-01,Adilabad,Bazarhatnoor,Bhutai (Buzurg),0,0,1,0,1,1,1,10,0,1,0,1
2023-12-01,Adilabad,Bazarhatnoor,Bhutai (Khurd),0,0,0,0,0,0,0,4,0,0,0,0
2023-12-01,Adilabad,Bazarhatnoor,Centreguda,0,0,0,0,0,0,0,2,0,0,0,0
2023-12-01,Adilabad,Bazarhatnoor,Chinmaithanda,0,0,0,0,0,0,0,1,0,0,0,0
2023-12-01,Adilabad,Bazarhatnoor,Chinnahatnur,0,0,0,0,0,0,1,1,0,0,0,0
2023-12-01,Adilabad,Bazarhatnoor,Chintal Sangvi,0,0,0,0,0,0,0,3,0,0,0,0
2023-12-01,Adilabad,Bazarhatnoor,Dedra,0,0,0,0,0,1,1,3,0,0,0,0
2023-12-01,Adilabad,Bazarhatnoor,Dehgaon,1,0,4,2,1,1,2,3,1,1,0,1
2023-12-01,Adilabad,Bazarhatnoor,Dharampuri,0,0,0,0,0,0,1,1,0,0,0,0
2023-12-01,Adilabad,Bazarhatnoor,Dignoor,1,0,2,1,3,2,2,4,0,0,0,0
2023-12-01,Adilabad,Bazarhatnoor,Gangapoor,0,0,1,0,1,0,0,2,0,1,0,1
2023-12-01,Adilabad,Bazarhatnoor,Gulabthanda,0,0,0,0,0,1,1,3,0,0,0,0
2023-12-01,Adilabad,Bazarhatnoor,Gangapur,0,0,0,0,0,0,0,3,0,0,0,0
2023-12-01,Adilabad,Bazarhatnoor,Girjai,0,0,2,0,1,0,0,2,0,0,0,0
2023-12-01,Adilabad,Bazarhatnoor,Girnur,1,0,1,1,1,1,0,9,1,0,0,0
2023-12-01,Adilabad,Bazarhatnoor,Gokonda,0,0,4,1,1,2,2,7,1,2,0,1
2023-12-01,Adilabad,Bazarhatnoor,Harkai,0,0,2,1,1,0,0,3,0,0,0,0
2023-12-01,Adilabad,Bazarhatnoor,Indranagar,0,0,0,0,1,0,0,1,0,0,0,0
2023-12-01,Adilabad,Bazarhatnoor,Jalluguda,0,0,1,0,0,0,2,1,0,1,0,0
2023-12-01,Adilabad,Bazarhatnoor,Jatarla,1,0,1,1,0,0,1,3,0,1,0,1
2023-12-01,Adilabad,Bazarhatnoor,Kolamgudaa,0,0,0,0,0,0,0,3,0,0,0,0
2023-12-01,Adilabad,Bazarhatnoor,Kothagooda,1,0,1,1,0,1,0,3,0,1,0,0
2023-12-01,Adilabad,Bazarhatnoor,Kothapalle,0,0,1,0,0,0,0,4,0,0,1,0
2023-12-01,Adilabad,Bazarhatnoor,Kandli,1,0,1,1,0,0,2,1,1,0,0,0
2023-12-01,Adilabad,Bazarhatnoor,Kinnerpalle,0,0,3,1,1,0,0,6,1,1,0,1
2023-12-01,Adilabad,Bazarhatnoor,Kolhari,0,0,0,0,0,0,0,5,0,0,0,0
2023-12-01,Adilabad,Bazarhatnoor,L Thanda,1,0,2,1,0,0,2,4,1,2,0,1
2023-12-01,Adilabad,Bazarhatnoor,Manjaramtanda,0,0,0,0,1,3,2,4,0,0,0,0
2023-12-01,Adilabad,Bazarhatnoor,Mankapur (P),0,0,2,0,0,0,1,6,0,2,0,1
2023-12-01,Adilabad,Bazarhatnoor,Mohada,0,0,0,0,0,0,0,2,0,0,0,0
2023-12-01,Adilabad,Bazarhatnoor,Morekhandi,1,0,1,1,1,0,0,1,1,0,0,0
2023-12-01,Adilabad,Bazarhatnoor,New Ananthapur,0,0,0,0,0,1,0,4,0,0,0,0
2023-12-01,Adilabad,Bazarhatnoor,Pipri,3,0,5,4,1,1,1,7,2,0,0,0
2023-12-01,Adilabad,Bazarhatnoor,Ramnagar,0,0,0,0,0,2,0,1,0,0,0,0
2023-12-01,Adilabad,Bazarhatnoor,Rathanguda,0,0,0,0,0,0,0,4,0,0,0,0
2023-12-01,Adilabad,Bazarhatnoor,Rampur,0,0,0,0,1,0,0,0,0,0,0,0
2023-12-01,Adilabad,Bazarhatnoor,Sarpanchguda,0,0,0,0,2,0,0,0,0,0,0,0
2023-12-01,Adilabad,Bazarhatnoor,Shanthinaghar,1,0,3,2,0,1,0,0,2,0,0,0
2023-12-01,Adilabad,Bazarhatnoor,Tembi,2,0,6,4,3,0,1,11,1,2,0,1
2023-12-01,Adilabad,Bazarhatnoor,Uperpally,0,0,0,0,0,0,0,3,0,0,0,0
2023-12-01,Adilabad,Bazarhatnoor,Umarda (Buzurg),1,0,1,1,1,1,0,2,1,0,0,0
2023-12-01,Adilabad,Bazarhatnoor,Warthamanoor,0,0,1,0,0,1,0,2,0,0,0,0
2023-12-01,Adilabad,Bazarhatnoor,Yellaiahpally,0,0,0,0,0,1,0,1,0,0,0,0
2023-12-01,Adilabad,Bazarhatnoor,Yesapur,1,0,3,2,0,2,0,4,1,0,0,0
2023-12-01,Adilabad,Bela,Awalpur,0,0,2,1,2,1,4,9,1,1,1,1
2023-12-01,Adilabad,Bela,Bela,5,0,7,6,11,6,5,38,3,5,1,5
2023-12-01,Adilabad,Bela,Bhadi,1,0,3,2,2,2,2,6,1,0,0,0
2023-12-01,Adilabad,Bela,Bhavaniguda,0,0,0,0,0,0,0,2,0,0,0,0
2023-12-01,Adilabad,Bela,Bhavaniguda,0,0,1,0,1,0,0,4,0,1,0,1
2023-12-01,Adilabad,Bela,Bhedoda,0,0,2,1,0,1,0,3,1,0,0,0
2023-12-01,Adilabad,Bela,Bhodod (Kopsi),1,0,1,1,0,1,0,4,1,0,0,0
2023-12-01,Adilabad,Bela,Boregaon,0,0,0,0,0,1,0,2,0,0,0,0
2023-12-01,Adilabad,Bela,Chandpalle,0,0,1,0,1,2,1,4,0,0,1,0
2023-12-01,Adilabad,Bela,Chaprala,0,0,4,2,2,0,4,15,0,0,0,0
2023-12-01,Adilabad,Bela,Dehegaon,1,0,1,1,3,2,2,14,0,0,1,0
2023-12-01,Adilabad,Bela,Devujiguda,0,0,1,0,0,0,1,2,0,1,0,1
2023-12-01,Adilabad,Bela,Dhoptala,1,0,3,2,1,2,1,8,0,0,0,0
2023-12-01,Adilabad,Bela,Dhubhaguda,0,0,0,0,0,0,0,4,0,0,0,0
2023-12-01,Adilabad,Bela,Douna,0,0,0,0,0,1,0,4,0,0,0,0
2023-12-01,Adilabad,Bela,Dubbaguda,0,0,0,0,0,0,0,1,0,0,0,0
2023-12-01,Adilabad,Bela,Ekori,0,0,1,0,0,1,0,4,0,1,0,1
2023-12-01,Adilabad,Bela,Ganeshpur,0,0,1,0,0,1,1,3,0,1,0,0
2023-12-01,Adilabad,Bela,Gharkaguda,0,0,0,0,0,0,0,1,0,0,0,0
2023-12-01,Adilabad,Bela,Guda,1,0,1,1,1,1,0,4,0,0,0,0
2023-12-01,Adilabad,Bela,Hasnapur,1,0,3,2,3,2,0,1,1,1,0,1
2023-12-01,Adilabad,Bela,Hety,1,0,1,1,2,0,0,2,0,0,0,0
2023-12-01,Adilabad,Bela,Janguguda,0,0,1,0,0,1,2,3,0,1,0,1
2023-12-01,Adilabad,Bela,Junoni,1,0,1,1,1,1,1,2,0,1,0,1
2023-12-01,Adilabad,Bela,Kamgarpur,0,0,0,0,1,0,1,0,0,0,0,0
2023-12-01,Adilabad,Bela,Karoni (B),0,0,0,0,0,1,0,0,0,0,0,0
2023-12-01,Adilabad,Bela,Karoni (K),0,0,1,0,0,0,1,3,0,1,0,2
2023-12-01,Adilabad,Bela,Khadki,0,0,0,0,2,0,1,4,0,0,0,0
2023-12-01,Adilabad,Bela,Khagdur,3,0,3,3,3,1,1,4,0,0,0,0
2023-12-01,Adilabad,Bela,Khara,1,0,1,1,2,1,0,1,0,0,0,0
2023-12-01,Adilabad,Bela,Kobhai,1,0,1,1,1,0,1,5,0,0,0,0
2023-12-01,Adilabad,Bela,Malkuguda,0,0,0,0,0,2,0,0,0,0,0,0
2023-12-01,Adilabad,Bela,Mangrool,2,0,2,2,1,1,1,2,0,0,1,0
2023-12-01,Adilabad,Bela,Manyarpur,1,0,1,1,0,0,0,3,0,0,0,0
2023-12-01,Adilabad,Bela,Maruthiguda,0,0,0,0,0,0,0,4,0,0,0,0
2023-12-01,Adilabad,Bela,Masala (Buzurg),1,0,1,1,0,0,1,6,0,1,0,1
2023-12-01,Adilabad,Bela,Masala (Khurd),1,0,1,0,1,1,1,1,1,0,0,0
2023-12-01,Adilabad,Bela,Mohabatpur,1,0,1,1,0,1,0,2,0,1,0,1
2023-12-01,Adilabad,Bela,Nan,0,0,0,0,0,0,0,1,0,0,0,0
2023-12-01,Adilabad,Bela,Nan,0,0,0,0,0,1,1,0,0,0,0,0
2023-12-01,Adilabad,Bela,Palaithanda,0,0,0,0,1,1,0,10,0,0,0,0
2023-12-01,Adilabad,Bela,Pataguda,0,0,0,0,1,0,1,3,0,0,0,0
2023-12-01,Adilabad,Bela,Patan,1,0,1,1,1,0,1,10,1,0,0,0
2023-12-01,Adilabad,Bela,Pitgaon,1,0,3,2,1,1,1,8,0,0,0,0
2023-12-01,Adilabad,Bela,Pohar,2,0,2,2,0,0,0,9,0,1,0,1
2023-12-01,Adilabad,Bela,Ponnala,0,0,2,1,0,3,0,5,1,0,0,0
2023-12-01,Adilabad,Bela,Pusamguda,0,0,0,0,0,0,0,1,0,0,0,0
2023-12-01,Adilabad,Bela,Raipur-T,0,0,0,0,0,0,0,1,0,0,0,0
2023-12-01,Adilabad,Bela,Ramkam,0,0,0,0,0,0,0,3,0,0,0,0
2023-12-01,Adilabad,Bela,Reniguda,1,0,1,1,0,0,1,3,1,1,0,1
2023-12-01,Adilabad,Bela,Sadarpur,0,0,0,0,0,0,1,3,0,0,0,0
2023-12-01,Adilabad,Bela,Sahasthanda,0,0,0,0,0,0,0,1,0,0,0,0
2023-12-01,Adilabad,Bela,Salaithanda,0,0,1,0,0,0,0,2,0,1,0,1
2023-12-01,Adilabad,Bela,Sangdi,2,0,2,2,2,0,0,4,0,0,1,0
2023-12-01,Adilabad,Bela,Sangvi,1,0,1,1,3,1,1,7,0,0,1,0
2023-12-01,Adilabad,Bela,Shamshabad,0,0,1,0,0,1,1,4,0,1,0,1
2023-12-01,Adilabad,Bela,Sirsanna,2,0,3,2,2,2,3,17,1,3,0,2
2023-12-01,Adilabad,Bela,Sonkhos,1,0,1,1,1,3,2,3,0,0,0,0
2023-12-01,Adilabad,Bela,Syedpur,1,0,3,2,1,2,1,11,2,3,0,3
2023-12-01,Adilabad,Bela,Takli,0,0,2,0,0,0,1,6,0,0,2,0
2023-12-01,Adilabad,Bela,Temriguda,0,0,0,0,1,2,0,7,1,0,0,0
2023-12-01,Adilabad,Bela,Toyaguda (Kora),0,0,0,0,0,1,0,1,0,0,0,0
2023-12-01,Adilabad,Bela,Vanjariguda,0,0,0,0,0,0,0,2,0,0,0,0
2023-12-01,Adilabad,Bela,Wadaguda,0,0,0,0,0,2,0,1,0,0,0,0
2023-12-01,Adilabad,Bela,Warur,0,0,1,0,0,2,0,2,0,1,0,0
2023-12-01,Adilabad,Bheempur,Ambugaon,0,0,0,0,0,0,0,4,0,0,0,0
2023-12-01,Adilabad,Bheempur,Anderband,0,0,1,0,4,1,0,6,0,0,1,0
2023-12-01,Adilabad,Bheempur,Antargaon,0,0,0,0,4,3,1,7,0,0,0,0
2023-12-01,Adilabad,Bheempur,Arli (T),2,0,2,2,3,3,0,25,1,1,1,1
2023-12-01,Adilabad,Bheempur,Atnamguda,1,0,3,2,3,1,0,3,1,1,2,0
2023-12-01,Adilabad,Bheempur,Belsari Rampur,1,0,2,2,0,0,2,14,1,2,0,2
2023-12-01,Adilabad,Bheempur,Bethalguda,0,0,0,0,0,0,0,2,0,0,0,0
2023-12-01,Adilabad,Bheempur,Bhagavanpur,0,0,0,0,0,0,0,1,0,0,0,0
2023-12-01,Adilabad,Bheempur,Bhandra,0,0,1,0,0,1,0,0,0,0,0,0
2023-12-01,Adilabad,Bheempur,Bheempoor,2,0,2,3,6,1,1,24,0,0,0,0
2023-12-01,Adilabad,Bheempur,Burkapalli,0,0,0,0,0,0,0,2,0,0,0,0
2023-12-01,Adilabad,Bheempur,Centersangvi,0,0,2,1,0,0,0,1,0,0,0,0
2023-12-01,Adilabad,Bheempur,Chinthapalli,0,0,1,0,0,0,0,1,0,0,1,0
2023-12-01,Adilabad,Bheempur,Dabbakuchi,0,0,0,0,2,1,4,14,1,0,0,0
2023-12-01,Adilabad,Bheempur,Dhanora,2,0,2,2,1,3,6,8,1,2,0,2
2023-12-01,Adilabad,Bheempur,Girgaon,2,0,2,3,2,1,2,10,0,1,0,1
